Date,diff_close
1965/6/2,2.387882073
1965/6/3,1.071728325
1965/6/4,-0.95832313
1965/6/7,-0.537797665
1965/6/8,-0.4586441
1965/6/9,-0.730071764
1965/6/10,-1.001041433
1965/6/11,0.252803862
1965/6/14,-1.182474283
1965/6/15,-1.044049856
1965/6/16,-0.59949911
1965/6/17,-0.668476714
1965/6/18,2.304612766
1965/6/21,-0.427680748
1965/6/22,2.608852457
1965/6/23,-1.171659228
1965/6/24,-0.046750663
1965/6/25,0.539501199
1965/6/28,-2.226957683
1965/6/29,-0.43829772
1965/6/30,-0.715284454
1965/7/1,0.42170544
1965/7/2,0.122042842
1965/7/5,-1.590613907
1965/7/6,-0.199419553
1965/7/7,-0.907654108
1965/7/8,0.08959003
1965/7/9,-0.531043081
1965/7/12,-1.213584452
1965/7/13,0.613507778
1965/7/14,0.618475098
1965/7/15,-0.822230164
1965/7/16,1.288643323
1965/7/19,-0.043358533
1965/7/21,0.784362886
1965/7/22,-0.924224118
1965/7/23,-0.796543836
1965/7/26,0.629429064
1965/7/27,1.698669371
1965/7/28,1.334128793
1965/7/29,1.78663362
1965/7/30,1.08036083
1965/8/2,2.109386656
1965/8/3,-0.797397507
1965/8/4,2.102446645
1965/8/5,1.607700951
1965/8/6,-0.681863343
1965/8/9,0.409325537
1965/8/10,-1.538844277
1965/8/11,-0.967599456
1965/8/12,0.731659908
1965/8/13,1.434381184
1965/8/16,1.014315962
1965/8/17,-0.569665109
1965/8/18,0.454784451
1965/8/19,0.997580978
1965/8/20,-0.240738621
1965/8/23,0.437362718
1965/8/24,1.055111769
1965/8/25,1.307191916
1965/8/26,-0.044219014
1965/8/27,1.373223446
1965/8/30,2.48261354
1965/8/31,0.806856342
1965/9/1,-0.467807916
1965/9/2,-0.775171693
1965/9/3,1.293940277
1965/9/6,-1.640481573
1965/9/7,0.339286119
1965/9/8,1.60323754
1965/9/9,1.350344202
1965/9/10,-0.307408863
1965/9/13,-1.818140752
1965/9/14,-0.015202668
1965/9/16,-0.573598188
1965/9/17,1.86907015
1965/9/20,0.42235272
1965/9/21,-1.466159857
1965/9/22,-0.087008997
1965/9/24,-0.702050504
1965/9/27,-0.806686338
1965/9/28,1.486370665
1965/9/29,-1.291975215
1965/9/30,-0.981493822
1965/10/1,-1.120048288
1965/10/4,-0.466333024
1965/10/5,-1.050762684
1965/10/6,0.836336285
1965/10/7,0.461528946
1965/10/8,-0.777364474
1965/10/12,2.932923593
1965/10/13,1.971882643
1965/10/14,-1.182313307
1965/10/15,0.826453264
1965/10/18,-0.401967136
1965/10/19,0.359686751
1965/10/20,-0.846918544
1965/10/21,-0.042658179
1965/10/22,-0.111151799
1965/10/25,-1.463686691
1965/10/26,0.969260489
1965/10/27,1.02170401
1965/10/28,0.236204991
1965/10/29,0.024794306
1965/11/1,1.375340944
1965/11/2,-0.268500835
1965/11/4,0.31896247
1965/11/5,-0.461395586
1965/11/8,1.689013858
1965/11/9,0.861334577
1965/11/10,0.427511693
1965/11/11,0.301631009
1965/11/12,1.385858683
1965/11/15,-1.437987601
1965/11/16,1.192810442
1965/11/17,-0.460188525
1965/11/18,2.008891924
1965/11/19,-0.838281302
1965/11/22,1.07672449
1965/11/24,0.796864192
1965/11/25,-2.153829473
1965/11/26,0.779266278
1965/11/29,1.771730854
1965/11/30,0.97696504
1965/12/1,0.327902045
1965/12/2,2.253617564
1965/12/3,-2.334219766
1965/12/6,-4.5553304
1965/12/7,2.555160345
1965/12/8,0.626505866
1965/12/9,-2.061197671
1965/12/10,0.364724511
1965/12/13,0.382066044
1965/12/14,0.578889587
1965/12/15,1.105292877
1965/12/16,0.790079923
1965/12/17,-0.275566726
1965/12/20,-0.176813501
1965/12/21,-0.179335574
1965/12/22,0.644094295
1965/12/24,1.121948127
1965/12/27,1.675947702
1965/12/28,0.357517235
1965/12/29,0
1965/12/30,0
1966/1/4,0.863785
1966/1/5,-1.072770218
1966/1/6,1.408534482
1966/1/7,-0.447703156
1966/1/11,-1.27513031
1966/1/12,0.567708785
1966/1/13,-0.155921521
1966/1/14,-0.009179945
1966/1/17,0.351046881
1966/1/18,-0.500155607
1966/1/19,0.03818473
1966/1/20,0.49434077
1966/1/21,0.96468296
1966/1/24,1.131981238
1966/1/25,-0.437697916
1966/1/26,0.816531868
1966/1/27,-0.166893773
1966/1/28,0.758065948
1966/1/31,0.309926926
1966/2/1,1.005549444
1966/2/2,0.482262437
1966/2/3,-0.6534276
1966/2/4,0.295645034
1966/2/7,0.790367685
1966/2/8,0.334356174
1966/2/9,0.118946788
1966/2/10,-1.107925782
1966/2/14,-1.682177756
1966/2/15,-0.765764959
1966/2/16,0.793080234
1966/2/17,-1.55850689
1966/2/18,1.213806011
1966/2/21,0.421139051
1966/2/22,-0.025245205
1966/2/23,1.021766451
1966/2/24,0.693990703
1966/2/25,0.065714527
1966/2/28,1.043633126
1966/3/1,0.878433652
1966/3/2,-0.40127263
1966/3/3,0.212367006
1966/3/4,0.469959693
1966/3/7,0.572787094
1966/3/8,0.781293904
1966/3/9,-0.198158265
1966/3/10,-0.832505542
1966/3/11,-1.16631258
1966/3/14,1.499757252
1966/3/15,0.360897313
1966/3/16,1.257805224
1966/3/17,-0.568243257
1966/3/18,0.483600402
1966/3/22,0.608243435
1966/3/23,-0.359638253
1966/3/24,0.585740429
1966/3/25,-1.385013721
1966/3/28,1.051727016
1966/3/29,0.824497328
1966/3/30,-0.154588116
1966/3/31,0.4523321
1966/4/1,0.280487859
1966/4/4,-0.939739106
1966/4/5,-0.050846157
1966/4/6,-0.536051999
1966/4/7,-1.558752192
1966/4/8,0.488272736
1966/4/11,-0.720938458
1966/4/12,0.947426611
1966/4/13,0.270335129
1966/4/14,-1.151414293
1966/4/15,-0.175723128
1966/4/18,-0.239337912
1966/4/19,-1.545643438
1966/4/20,-1.409719225
1966/4/21,1.061643928
1966/4/22,0.019289927
1966/4/25,1.784936072
1966/4/26,-0.469025341
1966/4/27,2.21237415
1966/4/28,-0.217947012
1966/5/2,0.761088596
1966/5/6,1.01870883
1966/5/9,-0.547787739
1966/5/10,-0.290958187
1966/5/11,0.440254678
1966/5/12,0.471178442
1966/5/13,-0.73751958
1966/5/16,-0.82767602
1966/5/17,0.097505314
1966/5/18,0.337315826
1966/5/19,-0.518934289
1966/5/20,-0.263055155
1966/5/23,0.538878076
1966/5/24,0.824197297
1966/5/25,-0.326441342
1966/5/26,0.257164085
1966/5/27,-1.46718557
1966/5/30,-2.444381697
1966/5/31,0.100438031
1966/6/1,-1.550783025
1966/6/2,0.789714406
1966/6/3,1.002499025
1966/6/6,0.439794213
1966/6/7,-0.499769301
1966/6/8,-0.336776815
1966/6/9,-0.31601805
1966/6/10,0.528120041
1966/6/13,0.755548699
1966/6/14,1.081583135
1966/6/15,0.172881647
1966/6/16,-1.002572928
1966/6/17,-0.716773968
1966/6/20,-0.295291678
1966/6/21,0.511582124
1966/6/22,-0.576951951
1966/6/23,-0.650078073
1966/6/24,0.612424694
1966/6/27,0.502245006
1966/6/28,-0.716564158
1966/6/29,0.289619859
1966/6/30,-1.303923925
1966/7/1,0.949389615
1966/7/4,1.545158295
1966/7/5,-0.464321569
1966/7/6,-0.841255752
1966/7/7,0.801255358
1966/7/8,-1.176769078
1966/7/11,-1.781403117
1966/7/12,-1.949301979
1966/7/13,-0.558757424
1966/7/14,0.139809278
1966/7/15,1.330118297
1966/7/18,-2.105668482
1966/7/19,1.787124519
1966/7/21,0.803303942
1966/7/22,0.207622171
1966/7/25,-0.299354005
1966/7/26,-0.187125169
1966/7/27,1.203710243
1966/7/28,0.000673614
1966/7/29,0.869680051
1966/8/1,-0.208355335
1966/8/2,-0.123077956
1966/8/3,-0.217767926
1966/8/4,-0.788596383
1966/8/5,0.052047195
1966/8/8,-0.324879433
1966/8/9,0.848560335
1966/8/10,-0.067917414
1966/8/11,-0.204029379
1966/8/12,0.188558086
1966/8/15,0.707934804
1966/8/16,0.027387796
1966/8/17,-0.215276202
1966/8/18,-0.531487195
1966/8/19,-1.339831662
1966/8/22,-0.187030825
1966/8/23,0.399566065
1966/8/24,-1.297211754
1966/8/25,0.387361721
1966/8/26,0.189350505
1966/8/29,-0.162571761
1966/8/30,0.7972933
1966/8/31,-0.358199553
1966/9/1,0.668958925
1966/9/2,-0.12976614
1966/9/5,-0.968674738
1966/9/6,-0.237111268
1966/9/7,-0.834670997
1966/9/8,0.597695062
1966/9/9,-0.951485913
1966/9/12,0.432165185
1966/9/13,-0.121401754
1966/9/14,-0.65323786
1966/9/16,-0.635728931
1966/9/19,0.960097136
1966/9/20,1.278105453
1966/9/21,-0.198221924
1966/9/22,0.683849888
1966/9/26,0.426748539
1966/9/27,0.235472815
1966/9/28,-0.298853077
1966/9/29,-0.148057681
1966/9/30,0
1966/10/3,0.316993688
1966/10/4,-0.676785736
1966/10/5,0.155431353
1966/10/6,-0.77337214
1966/10/7,-0.376478378
1966/10/11,-0.184963148
1966/10/12,-0.382782274
1966/10/13,0.57743524
1966/10/14,0.217061811
1966/10/17,-1.058636971
1966/10/18,0
1966/10/19,0.037672396
1966/10/20,-0.452375126
1966/10/21,-0.472736327
1966/10/24,-0.457297159
1966/10/25,0.337532527
1966/10/26,-0.449357676
1966/10/27,-0.29145854
1966/10/28,1.546829118
1966/10/31,0.764876687
1966/11/1,-0.633497827
1966/11/2,0
1966/11/4,0.464025358
1966/11/7,0.450816754
1966/11/8,-0.102467574
1966/11/9,-1.032602888
1966/11/10,-0.236847727
1966/11/11,-0.484549574
1966/11/14,-0.245629586
1966/11/15,0.214610253
1966/11/16,-0.244299328
1966/11/17,0.843315192
1966/11/18,0
1966/11/21,0.328223542
1966/11/22,-0.44044115
1966/11/24,-0.616643454
1966/11/25,-0.754133227
1966/11/28,-0.987366494
1966/11/29,0.033762092
1966/11/30,-0.145916685
1966/12/1,0.13370224
1966/12/2,-0.991195733
1966/12/5,-1.020908159
1966/12/6,0
1966/12/7,0.809567846
1966/12/8,0.357787508
1966/12/9,0.957471626
1966/12/12,-0.154393183
1966/12/13,-0.31598888
1966/12/14,-0.06129598
1966/12/15,-0.498990337
1966/12/16,-0.207558281
1966/12/19,1.28055037
1966/12/20,0.719671567
1966/12/21,0
1966/12/22,0.969431665
1966/12/26,2.205433022
1966/12/27,-0.324058033
1966/12/28,0.496370861
1966/12/29,0
1966/12/30,0
1967/1/4,-0.743061027
1967/1/5,-1.494443355
1967/1/6,-0.426262472
1967/1/9,0.711077239
1967/1/11,-0.499127442
1967/1/12,-0.0649533
1967/1/13,0.156653668
1967/1/17,2.01796041
1967/1/18,-0.461282774
1967/1/19,0.244759509
1967/1/20,-0.141375848
1967/1/23,0.090117224
1967/1/24,0.22216187
1967/1/25,-0.165366318
1967/1/26,0
1967/1/27,-1.04064666
1967/1/30,1.964976399
1967/1/31,0.384165769
1967/2/1,0.036219698
1967/2/2,0.585854979
1967/2/3,0.560158606
1967/2/6,0.087772358
1967/2/7,0.11263122
1967/2/8,0.356634655
1967/2/9,-2.869953746
1967/2/10,0
1967/2/13,0.943920461
1967/2/14,-0.37870135
1967/2/15,0.865742807
1967/2/16,0.591087224
1967/2/17,-0.547484491
1967/2/20,0.533938684
1967/2/21,-0.257786131
1967/2/22,0.408753749
1967/2/23,0.269551285
1967/2/24,0.183337164
1967/2/27,0
1967/2/28,0.662469347
1967/3/1,0.763064732
1967/3/2,-0.241283835
1967/3/3,-1.176169828
1967/3/6,0.157450244
1967/3/7,-0.469707423
1967/3/8,-0.809782938
1967/3/9,0.318189461
1967/3/10,-0.324997728
1967/3/13,-0.53123893
1967/3/14,0
1967/3/15,0.431755862
1967/3/16,-0.518058514
1967/3/17,0.530331883
1967/3/20,0.042250398
1967/3/22,-0.324151607
1967/3/23,-0.516718242
1967/3/24,0.079671029
1967/3/27,-0.433444042
1967/3/28,-0.852410807
1967/3/29,1.276242067
1967/3/30,0
1967/3/31,-0.061126358
1967/4/3,-1.13726042
1967/4/4,-0.882897157
1967/4/5,0.559258217
1967/4/6,-0.440849653
1967/4/7,-0.171701837
1967/4/10,0.484201152
1967/4/11,-0.269096584
1967/4/12,-0.755940709
1967/4/13,0.190221847
1967/4/14,0
1967/4/17,0.780353274
1967/4/18,0.304734436
1967/4/19,0.139157566
1967/4/20,0.025722589
1967/4/21,0.476413943
1967/4/24,-0.609264929
1967/4/25,0.159262599
1967/4/26,0.309470339
1967/4/27,-0.360908614
1967/4/28,-0.068857616
1967/5/1,0
1967/5/2,0.796960544
1967/5/8,0.602156505
1967/5/9,-0.402180918
1967/5/10,0.685144409
1967/5/11,1.0142575
1967/5/12,0.004059192
1967/5/15,0.286070208
1967/5/16,-0.22784548
1967/5/17,0.208933096
1967/5/18,0
1967/5/19,0.01418047
1967/5/22,-0.403989707
1967/5/23,0.733013118
1967/5/24,-0.406719078
1967/5/25,0.134405681
1967/5/26,-0.46205723
1967/5/29,1.083778403
1967/5/30,0.318110105
1967/5/31,0.690987979
1967/6/1,-0.210050333
1967/6/2,0
1967/6/5,-0.942024646
1967/6/6,-0.380243753
1967/6/7,-0.414874874
1967/6/8,0.921996374
1967/6/9,-0.187345281
1967/6/12,0.000672808
1967/6/13,-0.590529668
1967/6/14,0.089203628
1967/6/15,-0.345782435
1967/6/16,0.218705251
1967/6/19,0
1967/6/20,-0.52692686
1967/6/21,0.457234475
1967/6/22,-0.214105119
1967/6/23,-0.017637841
1967/6/26,1.040672538
1967/6/27,0.079196134
1967/6/28,-0.300321776
1967/6/29,0.554256616
1967/6/30,-0.016060362
1967/7/3,0.017391773
1967/7/4,0
1967/7/5,-0.345871409
1967/7/6,-0.170700439
1967/7/7,-0.646444838
1967/7/10,0.326442407
1967/7/11,-0.428040208
1967/7/12,0.141529034
1967/7/13,0.331038267
1967/7/14,-0.123509146
1967/7/17,0.049291818
1967/7/18,-0.020930204
1967/7/19,0
1967/7/21,0.862433548
1967/7/24,0.009370943
1967/7/25,-0.326456701
1967/7/26,-0.082619765
1967/7/27,-0.109595284
1967/7/28,-0.19191046
1967/7/31,-0.493254226
1967/8/1,-0.993859655
1967/8/2,-1.080568334
1967/8/3,0
1967/8/4,0.049777376
1967/8/7,-1.209996701
1967/8/8,0.422382426
1967/8/9,-0.315395235
1967/8/10,-0.097191961
1967/8/11,-1.054876954
1967/8/14,-3.235279465
1967/8/15,1.037357341
1967/8/16,-2.156450733
1967/8/17,0.492803354
1967/8/18,0
1967/8/21,-2.934851047
1967/8/22,1.410322176
1967/8/23,-0.245021666
1967/8/24,1.032029691
1967/8/25,-0.648331485
1967/8/28,-0.524407685
1967/8/29,0.126493155
1967/8/30,0
1967/8/31,0.435906222
1967/9/1,0.731667815
1967/9/4,0
1967/9/5,1.382590153
1967/9/6,-0.522008428
1967/9/7,-0.759342457
1967/9/8,-1.220201203
1967/9/11,-0.436088893
1967/9/12,-0.146545477
1967/9/13,0.308609816
1967/9/14,0.062213314
1967/9/18,0.706291687
1967/9/19,-0.119106034
1967/9/20,0
1967/9/21,-0.248355024
1967/9/22,0.823967774
1967/9/25,-0.735142768
1967/9/26,-0.313832259
1967/9/27,-1.384352435
1967/9/28,0.166042395
1967/9/29,0.295776846
1967/10/2,-0.882340057
1967/10/3,1.371356245
1967/10/4,1.357248745
1967/10/5,0
1967/10/6,1.064334239
1967/10/9,1.269958717
1967/10/11,-0.951322145
1967/10/12,-0.159553487
1967/10/13,-0.184763083
1967/10/16,0.755213935
1967/10/17,-0.510407501
1967/10/18,0.452119954
1967/10/19,0.214759434
1967/10/20,0.258543563
1967/10/23,0
1967/10/24,0.486960909
1967/10/25,-0.221842713
1967/10/26,0.13085412
1967/10/27,-0.585459417
1967/10/30,0.689434542
1967/10/31,-0.69233534
1967/11/1,0.14668187
1967/11/2,-0.981526784
1967/11/6,0.315347739
1967/11/7,-0.599347786
1967/11/8,0
1967/11/9,0.03747332
1967/11/10,-1.223993592
1967/11/13,-0.197258592
1967/11/14,0.736448911
1967/11/15,-0.559263653
1967/11/16,0.362324976
1967/11/17,-0.409196685
1967/11/20,-5.385852732
1967/11/21,-0.637366199
1967/11/22,1.347152143
1967/11/24,0
1967/11/27,-1.046471336
1967/11/28,0.52813059
1967/11/29,0.773786969
1967/11/30,-0.656279985
1967/12/1,0.594032926
1967/12/4,0.779134867
1967/12/5,-1.211238796
1967/12/6,-0.370405568
1967/12/7,0.189685435
1967/12/8,-1.292549207
1967/12/11,0
1967/12/12,0.207616522
1967/12/13,0.075170711
1967/12/14,-0.472556115
1967/12/15,0.010331756
1967/12/18,0.09531213
1967/12/19,1.169729452
1967/12/20,0.407204303
1967/12/21,0.021099768
1967/12/22,0.87283581
1967/12/25,-0.06120138
1967/12/26,0
1967/12/27,-0.856176251
1967/12/28,0.326205785
1967/12/29,0
1968/1/4,-1.349173795
1968/1/5,1.264214341
1968/1/8,0.089638691
1968/1/9,1.730892558
1968/1/11,0.834986469
1968/1/12,-0.183938701
1968/1/16,0.038792068
1968/1/17,0
1968/1/18,0.607287779
1968/1/19,-0.777777067
1968/1/22,-0.477240403
1968/1/23,0.081105036
1968/1/24,-0.237373618
1968/1/25,0.05977967
1968/1/26,0.607246255
1968/1/29,-0.501573231
1968/1/30,0.004596446
1968/1/31,0.422313076
1968/2/1,0
1968/2/2,0.449380042
1968/2/5,0.187211971
1968/2/6,0.662661141
1968/2/7,0.181128743
1968/2/8,-0.206705598
1968/2/9,0.128580523
1968/2/13,0.514181302
1968/2/14,0.185981901
1968/2/15,-0.438245114
1968/2/16,0
1968/2/19,0.80546257
1968/2/20,-0.2508698
1968/2/21,0.076744417
1968/2/22,0.69469866
1968/2/23,-0.249565605
1968/2/26,-0.567353508
1968/2/27,0.750328603
1968/2/28,-0.480006479
1968/2/29,0.37930041
1968/3/1,0.422878282
1968/3/4,0
1968/3/5,-1.758655497
1968/3/6,-0.742313697
1968/3/7,0.376744209
1968/3/8,-0.42213813
1968/3/11,0.398024749
1968/3/12,0.106217271
1968/3/13,0.524189025
1968/3/14,-1.28606536
1968/3/15,1.694951606
1968/3/18,2.392557983
1968/3/19,0
1968/3/20,0
1968/3/22,-1.641956149
1968/3/25,0.449143539
1968/3/26,0.585725271
1968/3/27,-0.735465107
1968/3/28,1.10337159
1968/3/29,-0.627636991
1968/4/1,0.45519142
1968/4/2,0.975946656
1968/4/3,-0.150759889
1968/4/4,0
1968/4/5,1.055561952
1968/4/8,0.928697542
1968/4/9,-0.160120166
1968/4/10,-0.133986541
1968/4/11,0.096951828
1968/4/12,0.812475478
1968/4/15,2.004511435
1968/4/16,-0.674878629
1968/4/17,0.079470697
1968/4/18,0.154582154
1968/4/19,0
1968/4/22,0.220998983
1968/4/23,0.300148837
1968/4/24,0.380631864
1968/4/25,-0.044820983
1968/4/26,-0.791583779
1968/4/30,1.232085157
1968/5/1,0.595042489
1968/5/2,0.004091781
1968/5/7,1.041788185
1968/5/8,0
1968/5/9,-0.134534704
1968/5/10,-0.316434278
1968/5/13,-0.271831632
1968/5/14,-0.213225122
1968/5/15,0.24112419
1968/5/16,0.437161163
1968/5/17,0.642090993
1968/5/20,0.974470764
1968/5/21,-1.594884423
1968/5/22,-0.719061259
1968/5/23,0
1968/5/24,-0.409405984
1968/5/27,-0.005476213
1968/5/28,0.381455061
1968/5/29,-0.910245795
1968/5/30,0.1795586
1968/5/31,0.508004256
1968/6/3,2.31313113
1968/6/4,0.860265833
1968/6/5,0.605655067
1968/6/6,-0.538104071
1968/6/7,0
1968/6/10,0.796546106
1968/6/11,0.580869347
1968/6/12,-0.812974195
1968/6/13,0.272159154
1968/6/14,0.054480825
1968/6/17,0.521591018
1968/6/18,-1.103326662
1968/6/19,-2.266123663
1968/6/20,0.233313057
1968/6/21,-0.145583936
1968/6/24,0
1968/6/25,1.284757355
1968/6/26,1.090785176
1968/6/27,0.630343571
1968/6/28,0.222299494
1968/7/1,1.150630182
1968/7/2,-0.384239282
1968/7/3,0.370674995
1968/7/4,-0.535423912
1968/7/5,0.432058996
1968/7/8,0.365827402
1968/7/9,0
1968/7/10,-0.186294584
1968/7/11,0.327874353
1968/7/12,0.610369088
1968/7/15,1.085825139
1968/7/16,-1.101166237
1968/7/17,-0.16506968
1968/7/18,0.017922077
1968/7/19,0.251297627
1968/7/22,0.505153137
1968/7/23,0.253839448
1968/7/24,0
1968/7/25,-0.491133277
1968/7/26,0.809418634
1968/7/29,0.584581479
1968/7/30,-0.573839019
1968/7/31,1.253635955
1968/8/1,-0.086752594
1968/8/2,0.016233276
1968/8/5,0.170282698
1968/8/6,-0.382765755
1968/8/7,1.210091015
1968/8/8,0
1968/8/9,0.306098869
1968/8/12,0.305164763
1968/8/13,0.209879249
1968/8/14,-0.074201832
1968/8/15,-0.7432365
1968/8/16,-0.352914474
1968/8/19,0.675638489
1968/8/20,0.830702422
1968/8/21,0.262377444
1968/8/22,0.434149705
1968/8/23,0
1968/8/26,0.454622499
1968/8/27,0.642375812
1968/8/28,0.381543533
1968/8/29,1.124153746
1968/8/30,0.016552427
1968/9/2,1.506986523
1968/9/3,0.341172995
1968/9/4,-1.068658608
1968/9/5,1.3265301
1968/9/6,0.52065119
1968/9/9,0
1968/9/10,0.960861129
1968/9/11,0.705152554
1968/9/12,0.00566061
1968/9/13,-0.102527716
1968/9/17,1.557172702
1968/9/18,0.244665244
1968/9/19,-0.14817813
1968/9/20,0.433328306
1968/9/24,0.075458307
1968/9/25,0.145763608
1968/9/26,0.806437922
1968/9/27,0.353728535
1968/9/30,0
1968/10/1,0.460973064
1968/10/2,0.888084319
1968/10/3,-2.287937077
1968/10/4,-0.352630286
1968/10/7,1.508059939
1968/10/8,-0.162368504
1968/10/9,0
1968/10/11,-6.3354877
1968/10/14,1.824733028
1968/10/15,-2.27752784
1968/10/16,-0.424857813
1968/10/17,1.415995251
1968/10/18,0.992322003
1968/10/21,0.280896663
1968/10/22,-1.163695424
1968/10/23,0.751822005
1968/10/24,0.554887497
1968/10/25,0
1968/10/28,0.352658636
1968/10/29,0.762104509
1968/10/30,-0.363017049
1968/10/31,-0.982953999
1968/11/1,-0.193277489
1968/11/5,-1.860569067
1968/11/6,-0.240086426
1968/11/7,-1.543172771
1968/11/8,-0.687045684
1968/11/11,0
1968/11/12,-0.535570197
1968/11/13,1.160681772
1968/11/14,0.978191314
1968/11/15,0.11968334
1968/11/18,0.466188046
1968/11/19,0.426069699
1968/11/20,-0.125057867
1968/11/21,-0.819067394
1968/11/22,-0.186467345
1968/11/25,-1.457073744
1968/11/26,0
1968/11/27,1.199217547
1968/11/28,0.427229934
1968/11/29,1.217849381
1968/12/2,1.533023506
1968/12/3,-0.402366463
1968/12/4,-0.601961494
1968/12/5,-0.427964966
1968/12/6,-0.019210071
1968/12/9,-1.59049582
1968/12/10,1.17522135
1968/12/11,0
1968/12/12,0.841588188
1968/12/13,-0.781404836
1968/12/16,0.601572201
1968/12/17,-0.626695333
1968/12/18,-1.095025893
1968/12/19,0.18943025
1968/12/20,0.371327128
1968/12/24,-0.045821359
1968/12/25,-0.017045826
1968/12/26,0
1968/12/27,-0.13527872
1968/12/30,0
1969/1/6,3.246743482
1969/1/7,0.385549277
1969/1/8,-0.151655802
1969/1/9,-0.338780811
1969/1/13,0.797577232
1969/1/14,0.219862465
1969/1/16,0.608455388
1969/1/17,-0.135893417
1969/1/20,0
1969/1/21,1.35455207
1969/1/22,0.902285326
1969/1/23,0.581740669
1969/1/24,-0.2772987
1969/1/27,0.409391421
1969/1/28,-0.693508853
1969/1/29,0.610562377
1969/1/30,-0.308922875
1969/1/31,0.226454404
1969/2/3,-0.121366276
1969/2/4,0
1969/2/5,0.311867451
1969/2/6,0.378285696
1969/2/7,0.284811614
1969/2/10,0.275904854
1969/2/12,0.071822934
1969/2/13,-0.503867124
1969/2/14,-0.922817245
1969/2/17,-0.102453979
1969/2/18,0.250742292
1969/2/19,-0.516954773
1969/2/20,0
1969/2/21,-2.447511564
1969/2/24,-0.53821885
1969/2/25,0.336369591
1969/2/26,0.344806281
1969/2/27,-0.847237738
1969/2/28,-0.251592886
1969/3/3,0.624136315
1969/3/4,-1.174971876
1969/3/5,0.875008499
1969/3/6,0.149527659
1969/3/7,0
1969/3/10,1.261468175
1969/3/11,-0.578984732
1969/3/12,0.351267954
1969/3/13,0.995448202
1969/3/14,-0.418487845
1969/3/17,0.614070981
1969/3/18,-0.467707085
1969/3/19,-0.355987104
1969/3/20,-0.482235733
1969/3/24,1.8083617
1969/3/25,0
1969/3/26,0.938448762
1969/3/27,-0.712901378
1969/3/28,0.232167205
1969/3/31,0.924953821
1969/4/1,-0.740372864
1969/4/2,1.719259097
1969/4/3,-0.764563757
1969/4/4,1.246957342
1969/4/7,0.212820772
1969/4/8,-0.060378516
1969/4/9,0
1969/4/10,1.171645052
1969/4/11,0.025352038
1969/4/14,0.356375582
1969/4/15,-0.583199255
1969/4/16,-0.923684547
1969/4/17,1.482148812
1969/4/18,-1.003022889
1969/4/21,-0.126620277
1969/4/22,0.619866981
1969/4/23,-0.683767242
1969/4/24,0
1969/4/25,0.998591313
1969/4/28,0.260200668
1969/4/30,0.205462124
1969/5/1,0.345873926
1969/5/2,-0.267162272
